oligo	actualcounts	mappedcounts
UTR30.oligo139	230	230
UTR32.oligo39	643	643
UTR16.oligo47	1833	1833
UTR16.oligo135	571	571
UTR11.oligo441	1271	1271
UTR14.oligo230	675	675
UTR18.oligo409	446	446
UTR35.oligo185	1597	1597
UTR13.oligo273	1954	1954
UTR18.oligo83	1049	1049
UTR29.oligo82	564	564
UTR23.oligo74	318	318
UTR7.oligo60	1900	1900
UTR11.oligo126	233	233
UTR30.oligo242	1214	1214
UTR27.oligo3	1146	1146
UTR16.oligo77	1519	1519
UTR23.oligo121	1128	1128
UTR6.oligo123	1626	1626
UTR8.oligo18	1862	1862
UTR18.oligo392	656	656
UTR16.oligo28	1262	1262
UTR24.oligo165	1443	1443
UTR10.oligo268	667	667
UTR21.oligo170	1272	1272
UTR35.oligo274	1835	1835
UTR17.oligo124	1886	1886
UTR28.oligo181	438	438
UTR30.oligo63	1585	1585
UTR35.oligo133	873	873
UTR32.oligo14	1683	1683
UTR6.oligo56	1252	1252
UTR17.oligo147	388	388
UTR18.oligo282	539	539
UTR18.oligo67	1698	1698
UTR2.oligo177	1959	1959
UTR30.oligo80	570	570
UTR16.oligo386	743	743
UTR29.oligo77	1114	1114
UTR3.oligo308	1623	1623
UTR10.oligo151	721	721
UTR27.oligo263	1703	1703
UTR21.oligo3	1590	1590
UTR31.oligo139	853	853
UTR6.oligo238	160	160
UTR29.oligo142	1666	1666
UTR30.oligo154	1074	1074
UTR27.oligo39	650	650
UTR15.oligo16	742	742
UTR28.oligo148	738	738
UTR35.oligo95	266	266
UTR14.oligo133	470	470
UTR11.oligo371	454	454
UTR15.oligo223	900	900
UTR17.oligo144	1574	1574
UTR13.oligo13	1061	1061
UTR23.oligo96	501	501
UTR24.oligo309	1113	1113
UTR22.oligo135	1799	1799
UTR6.oligo166	1586	1586
UTR19.oligo54	526	526
UTR15.oligo122	756	756
UTR4.oligo99	1372	1372
UTR14.oligo219	790	790
UTR29.oligo331	441	441
UTR18.oligo144	848	848
UTR28.oligo122	433	433
UTR9.oligo3	376	376
UTR2.oligo343	885	885
UTR35.oligo309	853	853
UTR18.oligo12	1099	1099
UTR16.oligo210	319	319
UTR34.oligo63	739	739
UTR30.oligo310	1056	1056
UTR27.oligo119	925	925
UTR31.oligo202	1099	1099
UTR6.oligo145	1401	1401
UTR5.oligo133	900	900
UTR13.oligo83	1791	1791
UTR15.oligo272	1857	1857
UTR30.oligo355	1249	1249
UTR7.oligo103	272	272
UTR28.oligo75	1693	1693
UTR11.oligo135	899	899
UTR16.oligo205	962	962
UTR28.oligo189	1384	1384
UTR5.oligo330	1626	1626
UTR12.oligo155	813	813
UTR28.oligo97	1183	1183
UTR29.oligo150	1756	1756
UTR30.oligo401	1477	1477
UTR32.oligo141	1642	1642
UTR15.oligo216	451	451
UTR26.oligo20	1197	1197
UTR12.oligo74	1041	1041
UTR23.oligo82	95	95
UTR11.oligo138	1505	1505
UTR17.oligo219	1251	1251
UTR13.oligo239	488	488
UTR10.oligo179	1673	1673
UTR2.oligo226	804	804
UTR31.oligo213	311	311
UTR33.oligo261	1634	1634
UTR24.oligo392	1711	1711
UTR29.oligo289	1409	1409
UTR14.oligo60	1928	1928
UTR24.oligo276	1547	1547
UTR15.oligo151	891	891
UTR10.oligo65	1825	1825
UTR17.oligo114	894	894
UTR3.oligo402	1895	1895
UTR5.oligo88	481	481
UTR15.oligo56	1578	1578
UTR30.oligo432	268	214
UTR24.oligo193	1923	1923
UTR10.oligo235	602	602
UTR3.oligo453	987	987
UTR16.oligo72	1001	1001
UTR16.oligo277	1273	1273
UTR12.oligo284	1276	1276
UTR15.oligo274	428	428
UTR11.oligo211	1741	1741
UTR27.oligo411	1622	1622
UTR2.oligo423	435	435
UTR31.oligo154	845	845
UTR30.oligo123	321	321
UTR6.oligo156	1103	1103
UTR14.oligo128	752	752
UTR5.oligo22	987	987
UTR35.oligo108	1566	1566
UTR13.oligo74	1611	1611
UTR18.oligo413	1445	1445
UTR18.oligo151	1604	1604
UTR16.oligo381	1404	1404
UTR15.oligo98	1174	1174
UTR33.oligo108	1326	1326
UTR5.oligo37	1253	1253
UTR12.oligo251	1204	1204
UTR21.oligo56	902	902
UTR29.oligo350	1844	1844
UTR16.oligo134	1912	1912
UTR2.oligo142	1488	1488
UTR8.oligo0	947	947
UTR2.oligo311	1532	1532
UTR16.oligo9	899	899
UTR18.oligo265	1103	1103
UTR21.oligo151	1781	1781
UTR17.oligo259	1645	1645
UTR34.oligo150	1669	1669
UTR28.oligo15	1860	1860
UTR20.oligo55	1140	1140
UTR1.oligo31	568	568
UTR16.oligo105	1665	1665
UTR6.oligo364	265	265
UTR34.oligo159	1212	1212
UTR18.oligo270	1001	1001
UTR10.oligo277	456	456
UTR24.oligo159	163	163
UTR6.oligo267	1298	1298
UTR30.oligo101	1495	1495
UTR27.oligo131	902	902
UTR18.oligo456	1844	1844
UTR3.oligo142	1659	1659
UTR30.oligo106	1604	1604
UTR2.oligo270	375	375
UTR10.oligo208	520	520
UTR2.oligo331	805	805
UTR26.oligo93	1196	1196
UTR23.oligo84	1080	1080
UTR9.oligo61	334	334
UTR11.oligo275	1890	1890
UTR11.oligo388	1390	1390
UTR19.oligo25	1729	1729
UTR11.oligo404	1521	1521
UTR2.oligo345	1653	1653
UTR31.oligo51	953	953
UTR13.oligo5	678	678
UTR27.oligo321	1528	1528
UTR25.oligo94	160	160
UTR16.oligo348	1735	1735
UTR3.oligo322	1482	1482
UTR6.oligo241	1034	1034
UTR13.oligo50	634	634
UTR12.oligo240	1693	1693
UTR22.oligo71	662	662
UTR28.oligo94	1390	1390
UTR30.oligo338	1769	1769
UTR25.oligo348	299	299
UTR33.oligo104	856	856
UTR13.oligo41	1683	1683
UTR9.oligo12	744	744
UTR30.oligo59	1084	1084
UTR24.oligo397	769	769
UTR6.oligo310	658	658
UTR6.oligo328	1422	1422
UTR9.oligo10	522	522
UTR28.oligo158	507	507
UTR32.oligo99	1884	1884
UTR13.oligo12	1876	1876
UTR18.oligo280	853	853
UTR14.oligo14	980	980
UTR33.oligo30	1945	1945
UTR1.oligo55	515	515
UTR3.oligo67	933	933
UTR27.oligo422	685	685
UTR24.oligo140	992	992
UTR20.oligo3	1900	1900
UTR16.oligo299	1231	1231
UTR12.oligo256	1058	1058
UTR7.oligo137	1795	1795
UTR24.oligo327	1506	1506
UTR32.oligo2	534	534
UTR4.oligo226	363	363
UTR16.oligo8	1545	1545
UTR11.oligo13	1509	1509
UTR29.oligo57	856	856
UTR4.oligo124	1561	1561
UTR31.oligo20	1790	1790
UTR34.oligo148	1473	1473
UTR18.oligo56	1006	1006
UTR1.oligo8	1744	1744
UTR6.oligo25	1408	1408
UTR30.oligo384	966	966
UTR31.oligo151	361	361
UTR20.oligo84	779	779
UTR5.oligo165	1542	1542
UTR28.oligo123	1321	1321
UTR30.oligo420	178	178
UTR18.oligo479	883	883
UTR16.oligo319	748	748
UTR3.oligo260	1620	1620
UTR6.oligo345	730	730
UTR27.oligo433	1822	1822
UTR13.oligo38	709	709
UTR30.oligo195	1077	1077
UTR27.oligo351	865	865
UTR12.oligo115	664	664
UTR6.oligo170	441	441
UTR6.oligo81	1895	1895
UTR31.oligo228	1616	1616
UTR35.oligo233	1014	1014
UTR30.oligo426	614	614
UTR10.oligo79	991	991
UTR35.oligo291	1493	1493
UTR24.oligo182	1696	1696
UTR2.oligo392	1773	1773
UTR3.oligo222	1252	1252
UTR34.oligo217	455	455
UTR10.oligo167	1350	1350
UTR25.oligo227	171	171
UTR22.oligo118	682	682
UTR21.oligo55	585	585
UTR19.oligo89	1075	1075
UTR5.oligo108	604	604
UTR2.oligo334	1168	1168
UTR30.oligo28	963	963
UTR7.oligo144	1958	1958
UTR5.oligo84	1465	1465
UTR3.oligo426	1878	1878
UTR13.oligo22	1517	1517
UTR32.oligo93	466	466
UTR26.oligo33	1482	1482
UTR35.oligo219	705	705
UTR6.oligo58	1890	1890
UTR19.oligo114	945	945
UTR25.oligo60	1271	1271
UTR27.oligo417	1671	1671
UTR27.oligo237	524	524
UTR33.oligo22	1463	1463
UTR7.oligo117	505	505
UTR10.oligo24	1877	1877
UTR27.oligo185	1645	1645
UTR10.oligo239	726	726
UTR18.oligo212	1451	1451
UTR33.oligo63	412	412
UTR5.oligo218	406	406
UTR31.oligo155	1754	1754
UTR26.oligo58	639	639
UTR31.oligo122	693	693
UTR20.oligo89	1187	1187
UTR14.oligo134	999	999
UTR16.oligo244	763	763
UTR1.oligo34	1807	1807
UTR12.oligo181	987	987
UTR14.oligo75	1295	1295
UTR5.oligo340	1688	1688
UTR15.oligo160	1458	1458
UTR18.oligo382	1876	1876
UTR3.oligo42	1320	1320
UTR5.oligo366	1941	1941
UTR16.oligo418	1029	1029
UTR15.oligo247	817	817
UTR26.oligo15	910	910
UTR17.oligo161	689	689
UTR16.oligo168	1280	1280
UTR5.oligo373	1255	1255
UTR12.oligo88	1644	1644
UTR1.oligo65	1665	1665
UTR27.oligo88	826	826
UTR30.oligo472	1287	1287
UTR18.oligo271	924	924
UTR30.oligo189	926	926
UTR5.oligo40	735	735
UTR10.oligo121	1270	1270
UTR25.oligo268	1479	1479
UTR34.oligo68	592	592
UTR6.oligo279	733	733
UTR12.oligo315	1814	1814
UTR10.oligo333	1135	1135
UTR6.oligo339	1071	1071
UTR3.oligo380	1591	1591
UTR6.oligo388	1226	1226
UTR27.oligo57	1931	1931
UTR30.oligo214	1951	1951
UTR28.oligo206	442	442
UTR21.oligo198	1144	1144
UTR23.oligo8	1505	1505
UTR21.oligo54	1912	1912
UTR6.oligo360	1770	1770
UTR35.oligo50	1017	1017
UTR32.oligo155	1364	1364
UTR11.oligo400	338	338
UTR5.oligo26	1260	1260
UTR7.oligo70	488	488
UTR35.oligo3	36	36
UTR3.oligo270	209	209
UTR30.oligo270	1324	1324
UTR4.oligo132	529	529
UTR24.oligo395	859	859
UTR24.oligo45	947	947
UTR24.oligo389	1105	1105
UTR11.oligo429	979	979
UTR30.oligo145	1252	1252
UTR2.oligo285	728	728
UTR3.oligo352	1626	1626
UTR10.oligo90	1181	1181
UTR20.oligo90	1444	1444
UTR15.oligo182	781	781
UTR5.oligo233	1550	1550
UTR25.oligo179	1454	1454
UTR30.oligo13	1751	1751
UTR27.oligo72	999	999
UTR31.oligo5	1941	1941
UTR28.oligo146	395	395
UTR5.oligo346	1393	1393
UTR3.oligo418	812	812
UTR30.oligo98	694	694
UTR33.oligo270	768	768
UTR23.oligo46	360	360
UTR21.oligo184	396	396
UTR28.oligo76	991	991
UTR5.oligo344	494	494
UTR3.oligo288	787	787
UTR11.oligo260	1921	1921
UTR10.oligo41	1082	1082
UTR5.oligo216	327	327
UTR11.oligo422	943	943
UTR3.oligo387	1090	1090
UTR30.oligo18	1355	1355
UTR5.oligo31	1015	1015
UTR30.oligo1	1930	1930
UTR4.oligo59	1395	1395
UTR31.oligo9	1148	1148
UTR34.oligo112	1951	1951
UTR12.oligo320	1411	1411
UTR6.oligo141	1058	1058
UTR18.oligo284	706	706
UTR25.oligo246	239	239
UTR32.oligo57	1656	1656
UTR15.oligo83	1353	1353
UTR11.oligo297	1147	1147
UTR34.oligo232	826	826
UTR33.oligo62	250	250
UTR13.oligo195	530	530
UTR17.oligo216	1960	1960
UTR27.oligo348	605	605
UTR6.oligo294	334	334
UTR16.oligo146	1224	1224
UTR6.oligo411	1341	1341
UTR4.oligo160	1614	1614
UTR6.oligo42	1194	1194
UTR17.oligo244	609	609
UTR18.oligo342	1268	1268
UTR12.oligo288	180	180
UTR11.oligo390	1515	1515
UTR21.oligo11	942	942
UTR3.oligo200	568	568
UTR26.oligo26	876	876
UTR10.oligo1	510	510
UTR12.oligo255	831	831
UTR3.oligo296	1591	1591
UTR15.oligo212	667	667
UTR34.oligo29	1126	1126
UTR6.oligo128	1711	1711
UTR35.oligo237	52	52
UTR9.oligo53	316	316
UTR5.oligo4	1242	1242
UTR14.oligo23	1107	1107
UTR17.oligo276	1732	1732
UTR11.oligo375	1104	1104
UTR5.oligo285	1106	1106
UTR24.oligo235	762	762
UTR18.oligo314	1430	1430
UTR5.oligo132	910	910
UTR10.oligo175	1064	1064
UTR15.oligo166	1105	1105
UTR27.oligo106	973	973
UTR24.oligo129	1802	1802
UTR30.oligo12	1190	1190
UTR28.oligo96	277	277
UTR6.oligo420	855	855
UTR3.oligo23	1099	1099
UTR11.oligo30	1422	1422
UTR13.oligo262	294	294
UTR30.oligo323	1321	1319
UTR24.oligo217	1887	1887
UTR21.oligo26	314	314
UTR27.oligo128	537	537
UTR15.oligo181	876	876
UTR24.oligo183	485	485
UTR25.oligo35	954	954
UTR32.oligo190	1809	1809
UTR6.oligo268	623	623
UTR35.oligo46	1758	1758
UTR24.oligo367	824	824
UTR30.oligo114	939	939
UTR29.oligo212	477	477
UTR11.oligo348	514	514
UTR5.oligo248	1146	1146
UTR27.oligo108	532	532
UTR17.oligo111	1960	1960
UTR29.oligo140	1258	1258
UTR2.oligo146	1807	1807
UTR10.oligo166	789	789
UTR4.oligo141	1118	1118
UTR12.oligo341	1415	1415
UTR16.oligo367	1875	1875
UTR13.oligo147	854	854
UTR16.oligo364	1644	1644
UTR35.oligo4	935	935
UTR21.oligo105	366	366
UTR34.oligo213	1260	1260
UTR13.oligo76	1963	1963
UTR11.oligo235	924	924
UTR11.oligo216	853	853
UTR13.oligo177	156	156
UTR25.oligo251	1046	1046
UTR25.oligo58	932	932
UTR3.oligo255	1161	1161
UTR2.oligo57	1415	1415
UTR33.oligo148	619	619
UTR27.oligo447	1726	1726
UTR18.oligo189	1636	1636
UTR34.oligo218	1591	1591
UTR12.oligo235	1673	1673
UTR14.oligo88	1559	1559
UTR27.oligo17	750	750
UTR29.oligo213	39	39
UTR28.oligo47	1572	1572
UTR3.oligo436	689	689
UTR3.oligo217	751	751
UTR29.oligo116	1236	1236
UTR27.oligo76	1436	1436
UTR27.oligo56	941	941
UTR16.oligo116	175	175
UTR25.oligo146	1638	1638
UTR13.oligo97	1641	1641
UTR32.oligo35	187	187
UTR19.oligo4	1771	1771
UTR15.oligo196	1501	1501
UTR12.oligo329	1623	1623
UTR34.oligo187	1244	1244
UTR27.oligo226	147	147
UTR4.oligo9	484	484
UTR10.oligo20	1251	1251
UTR6.oligo159	1455	1455
UTR25.oligo394	1691	1691
UTR12.oligo24	1117	1117
UTR17.oligo58	276	276
UTR30.oligo104	1153	1153
UTR15.oligo92	713	713
UTR29.oligo334	931	931
UTR30.oligo21	976	976
UTR24.oligo174	1110	1110
UTR18.oligo367	484	484
UTR5.oligo124	998	998
UTR34.oligo35	913	913
UTR10.oligo98	1492	1492
UTR31.oligo120	1663	1663
UTR33.oligo91	1623	1623
UTR9.oligo26	1086	1086
UTR18.oligo394	1675	1675
UTR12.oligo222	1886	1886
UTR17.oligo165	740	740
UTR34.oligo86	161	161
UTR5.oligo186	157	157
UTR31.oligo11	1903	1903
UTR11.oligo16	1309	1309
UTR16.oligo86	901	901
UTR16.oligo84	1633	1633
UTR1.oligo87	1217	1217
UTR13.oligo101	1327	1327
UTR29.oligo187	1469	1469
UTR18.oligo185	1186	1186
UTR29.oligo162	1818	1818
UTR23.oligo73	185	185
UTR14.oligo55	1165	1165
UTR16.oligo58	289	289
UTR14.oligo138	1533	1533
UTR17.oligo180	1316	1316
UTR3.oligo297	705	705
UTR27.oligo101	1196	1196
UTR18.oligo162	1033	1033
UTR21.oligo138	819	819
UTR14.oligo12	1818	1818
UTR27.oligo280	1911	1911
UTR26.oligo5	737	737
UTR28.oligo72	1731	1731
UTR5.oligo25	1898	1898
UTR13.oligo236	1472	1472
UTR16.oligo331	1798	1798
UTR5.oligo274	1703	1703
UTR10.oligo316	1287	1287
UTR34.oligo13	325	325
UTR11.oligo132	1203	1203
UTR10.oligo252	1600	1600
UTR33.oligo151	900	900
UTR13.oligo42	901	901
UTR17.oligo203	1571	1571
UTR21.oligo141	915	915
UTR23.oligo76	688	688
UTR1.oligo74	1219	1219
UTR25.oligo10	625	625
UTR5.oligo278	694	694
UTR25.oligo214	954	954
UTR19.oligo81	1028	1028
UTR16.oligo371	1572	1572
UTR15.oligo113	1804	1804
UTR31.oligo197	1910	1910
UTR29.oligo217	1118	1118
UTR17.oligo270	479	479
UTR24.oligo112	1492	1492
UTR18.oligo466	713	713
UTR6.oligo414	738	738
UTR24.oligo320	1321	1321
UTR5.oligo89	776	776
UTR18.oligo52	206	206
UTR15.oligo146	656	656
UTR25.oligo259	590	590
UTR19.oligo31	897	897
UTR13.oligo133	860	860
UTR29.oligo265	631	631
UTR6.oligo220	851	851
UTR16.oligo231	1124	1124
UTR30.oligo298	1842	1343
UTR4.oligo151	481	481
UTR5.oligo51	1025	1025
UTR24.oligo328	335	335
UTR29.oligo250	1073	1073
UTR3.oligo225	192	192
UTR3.oligo479	547	547
UTR34.oligo43	1482	1482
UTR24.oligo5	1833	1833
UTR25.oligo26	1924	1924
UTR29.oligo302	1351	1351
UTR24.oligo405	672	672
UTR33.oligo42	1722	1722
UTR3.oligo152	1783	1783
UTR16.oligo343	783	783
UTR1.oligo67	996	996
UTR5.oligo356	548	548
UTR18.oligo236	397	397
UTR21.oligo227	1565	1565
UTR21.oligo53	1362	1362
UTR10.oligo124	1094	1094
UTR3.oligo9	751	751
UTR27.oligo398	1748	1748
UTR34.oligo97	803	803
UTR3.oligo163	1087	1087
UTR27.oligo142	958	958
UTR15.oligo238	1176	1176
UTR35.oligo180	1365	1365
UTR31.oligo223	1100	1100
UTR13.oligo60	720	720
UTR28.oligo88	1391	1391
UTR5.oligo210	605	605
UTR15.oligo133	1426	1426
UTR33.oligo190	968	968
UTR11.oligo427	614	614
UTR11.oligo153	742	742
UTR25.oligo83	689	689
UTR15.oligo269	770	770
UTR35.oligo83	307	307
UTR11.oligo302	1387	1387
UTR25.oligo415	1203	1203
UTR22.oligo24	402	402
UTR11.oligo243	1246	1246
UTR35.oligo311	1299	1299
UTR31.oligo88	1063	1063
UTR25.oligo164	1180	1180
UTR24.oligo387	1112	1112
UTR10.oligo193	1869	1869
UTR3.oligo45	1115	1115
UTR18.oligo214	535	535
UTR33.oligo36	955	955
UTR3.oligo202	776	776
UTR16.oligo50	1942	1942
UTR3.oligo457	736	736
UTR5.oligo333	656	656
UTR14.oligo179	1150	1150
UTR12.oligo250	402	402
UTR7.oligo146	1197	1197
UTR35.oligo246	1824	1824
UTR18.oligo73	567	567
UTR27.oligo22	193	193
UTR11.oligo240	1573	1573
UTR10.oligo42	478	478
UTR2.oligo394	1332	1332
UTR31.oligo192	330	330
UTR16.oligo405	350	350
UTR11.oligo63	1008	1008
UTR29.oligo204	1613	1613
UTR29.oligo270	765	765
UTR4.oligo134	1388	1388
UTR31.oligo303	1265	1265
UTR16.oligo375	1824	1824
UTR25.oligo201	1866	1866
UTR27.oligo84	1119	1119
UTR6.oligo9	813	813
UTR11.oligo382	1741	1741
UTR17.oligo117	1764	1764
UTR11.oligo246	1845	1845
UTR4.oligo190	1589	1589
UTR35.oligo5	474	474
UTR27.oligo300	156	156
UTR24.oligo349	1836	1836
UTR18.oligo131	987	987
UTR15.oligo31	1898	1898
UTR30.oligo473	171	171
UTR31.oligo69	440	440
UTR30.oligo462	882	882
UTR15.oligo9	1960	1960
UTR10.oligo150	1539	1539
UTR15.oligo57	1902	1902
UTR27.oligo154	1438	1438
UTR30.oligo100	1364	1364
UTR25.oligo303	204	204
UTR3.oligo207	1068	1068
UTR27.oligo170	904	904
UTR18.oligo0	994	994
UTR1.oligo86	1546	1546
UTR2.oligo34	922	922
UTR15.oligo84	1935	1935
UTR18.oligo417	1365	1365
UTR34.oligo49	1043	1043
UTR2.oligo119	1925	1925
UTR31.oligo146	1605	1605
UTR24.oligo273	383	383
UTR2.oligo102	861	861
UTR15.oligo237	1758	1758
UTR33.oligo87	388	388
UTR30.oligo162	1019	1019
UTR14.oligo160	210	210
UTR27.oligo224	404	404
UTR4.oligo166	1683	1683
UTR31.oligo292	1364	1364
UTR34.oligo6	572	572
UTR29.oligo237	585	585
UTR3.oligo353	1824	1824
UTR13.oligo140	206	206
UTR16.oligo228	444	444
UTR14.oligo189	983	983
UTR27.oligo318	888	888
UTR28.oligo204	1097	1097
UTR35.oligo49	1937	1937
UTR27.oligo34	1662	1662
UTR16.oligo0	1449	1449
UTR21.oligo137	885	885
UTR34.oligo240	1555	1555
UTR18.oligo401	1293	1293
UTR6.oligo363	979	979
UTR18.oligo54	1527	1527
UTR27.oligo127	1343	1343
UTR21.oligo48	109	109
UTR19.oligo5	1931	1931
UTR5.oligo172	943	943
UTR8.oligo38	799	799
UTR27.oligo94	1926	1926
UTR17.oligo136	1699	1699
UTR15.oligo5	567	567
UTR35.oligo41	703	703
UTR2.oligo118	1158	1158
UTR2.oligo205	1642	1642
UTR18.oligo133	1670	1670
UTR6.oligo216	565	565
UTR3.oligo431	1813	1813
UTR27.oligo326	1937	1937
UTR16.oligo376	910	910
UTR12.oligo59	1338	1338
UTR6.oligo182	1947	1947
UTR17.oligo63	616	616
UTR12.oligo152	1647	1647
UTR31.oligo217	1160	1160
UTR25.oligo55	601	601
UTR29.oligo115	1450	1450
UTR14.oligo180	1560	1560
UTR18.oligo205	327	327
UTR10.oligo2	417	417
UTR35.oligo182	1198	1198
UTR31.oligo269	1781	1781
UTR24.oligo345	1818	1818
UTR27.oligo446	915	915
UTR16.oligo240	1458	1458
UTR31.oligo260	1739	1739
UTR16.oligo190	1607	1607
UTR2.oligo405	554	554
UTR30.oligo39	1849	1849
UTR4.oligo40	987	987
UTR12.oligo260	790	790
UTR27.oligo104	1331	1331
UTR7.oligo130	1391	1391
UTR10.oligo317	1415	1415
UTR29.oligo164	519	519
UTR23.oligo107	608	608
UTR24.oligo325	658	658
UTR5.oligo237	1387	1387
UTR7.oligo65	144	144
UTR33.oligo127	1913	1913
UTR11.oligo274	1830	1830
UTR2.oligo186	1750	1750
UTR4.oligo146	1747	1747
UTR22.oligo12	681	681
UTR30.oligo273	562	562
UTR30.oligo274	1005	1005
UTR18.oligo309	1837	1837
UTR15.oligo147	1831	1831
UTR10.oligo51	445	445
UTR2.oligo308	1771	1771
UTR2.oligo382	1801	1801
UTR7.oligo7	1427	1427
UTR11.oligo108	974	974
UTR31.oligo83	1842	1842
UTR31.oligo4	1757	1757
UTR18.oligo221	712	712
UTR2.oligo196	898	898
UTR11.oligo338	1708	1708
UTR35.oligo191	608	608
UTR4.oligo129	1313	1313
UTR31.oligo166	1853	1853
UTR31.oligo206	276	276
UTR28.oligo208	1468	1468
UTR4.oligo44	637	637
UTR2.oligo360	293	293
UTR11.oligo65	877	877
UTR30.oligo90	1831	1831
UTR34.oligo33	1499	1499
UTR3.oligo68	508	508
UTR29.oligo258	997	997
UTR25.oligo162	1246	1246
UTR29.oligo74	1507	1507
UTR30.oligo23	711	711
UTR11.oligo201	1784	1784
UTR20.oligo72	445	445
UTR35.oligo130	553	553
UTR35.oligo194	730	730
UTR17.oligo295	542	542
UTR34.oligo162	1401	1401
UTR18.oligo446	715	715
UTR18.oligo230	1868	1868
UTR18.oligo10	1120	1120
UTR6.oligo90	591	591
UTR28.oligo145	1298	1298
UTR18.oligo2	1468	1468
UTR1.oligo0	1934	1934
UTR17.oligo266	1883	1883
UTR29.oligo336	571	571
UTR11.oligo269	164	164
UTR31.oligo158	1390	1390
UTR4.oligo92	698	698
UTR1.oligo60	1630	1630
UTR34.oligo64	1739	1739
UTR10.oligo207	1226	1226
UTR34.oligo227	1778	1778
UTR16.oligo419	1490	1490
UTR6.oligo213	915	915
UTR29.oligo284	119	119
UTR21.oligo123	986	986
UTR30.oligo220	85	85
UTR34.oligo230	1922	1922
UTR30.oligo71	1117	1117
UTR13.oligo88	1417	1417
UTR5.oligo118	1583	1583
UTR5.oligo148	290	290
UTR32.oligo37	1153	1153
UTR16.oligo169	987	987
UTR27.oligo323	432	432
UTR2.oligo52	540	540
UTR12.oligo6	477	477
UTR16.oligo294	754	754
UTR11.oligo271	833	833
UTR30.oligo43	443	443
UTR25.oligo137	683	683
UTR10.oligo19	526	526
UTR31.oligo92	1519	1519
UTR6.oligo190	1964	1964
UTR19.oligo63	403	403
UTR21.oligo59	1786	1786
UTR16.oligo368	1676	1676
UTR27.oligo355	865	865
UTR5.oligo307	1139	1139
UTR18.oligo313	1245	1245
UTR13.oligo7	270	270
UTR29.oligo230	1623	1623
UTR25.oligo176	822	822
UTR6.oligo350	841	841
UTR31.oligo132	798	798
UTR7.oligo66	1651	1651
UTR30.oligo374	1105	1105
UTR10.oligo107	1309	1309
UTR27.oligo209	1524	1524
UTR17.oligo152	855	855
UTR30.oligo85	662	662
UTR7.oligo52	941	941
UTR17.oligo42	338	338
UTR17.oligo281	1475	1475
UTR32.oligo27	1280	1280
UTR10.oligo145	1444	1444
UTR33.oligo246	217	217
UTR14.oligo104	1926	1926
UTR18.oligo82	294	294
UTR3.oligo235	1460	1460
UTR26.oligo47	620	620
UTR5.oligo200	1663	1663
UTR5.oligo105	1097	1097
UTR30.oligo186	207	207
UTR24.oligo316	278	278
UTR29.oligo155	1140	1140
UTR33.oligo109	1141	1141
UTR16.oligo325	1293	1293
UTR17.oligo112	456	456
UTR18.oligo278	1909	1909
UTR3.oligo24	324	324
UTR15.oligo81	790	790
UTR6.oligo334	496	496
UTR3.oligo324	1262	1262
UTR6.oligo344	364	364
UTR30.oligo147	1361	1361
UTR17.oligo185	141	141
UTR2.oligo201	369	369
UTR4.oligo4	548	548
UTR15.oligo59	1194	1194
UTR2.oligo165	702	702
UTR35.oligo248	1000	1000
UTR24.oligo124	1927	1927
UTR18.oligo44	827	827
UTR3.oligo13	1239	1239
UTR6.oligo224	827	827
UTR24.oligo236	447	447
UTR14.oligo83	1133	1133
UTR31.oligo248	1496	1496
UTR32.oligo166	1306	1306
UTR3.oligo312	1526	1526
UTR22.oligo134	36	36
UTR5.oligo395	1834	1834
UTR12.oligo138	1725	1725
UTR9.oligo28	1841	1841
UTR4.oligo149	1765	1765
UTR5.oligo385	961	961
UTR5.oligo203	861	861
UTR2.oligo200	690	690
UTR2.oligo418	523	523
UTR1.oligo42	1853	1853
UTR5.oligo183	1274	1274
UTR4.oligo161	878	878
UTR31.oligo118	1526	1526
UTR11.oligo3	1523	1523
UTR18.oligo344	1399	1399
UTR11.oligo188	1450	1450
UTR3.oligo70	514	514
UTR26.oligo25	115	115
UTR2.oligo36	853	853
UTR18.oligo65	518	518
UTR31.oligo327	1335	1335
UTR30.oligo183	1478	1478
UTR27.oligo162	1866	1866
UTR30.oligo111	1134	1134
UTR5.oligo67	946	946
UTR13.oligo184	1580	1580
UTR13.oligo159	306	306
UTR6.oligo45	595	595
UTR34.oligo1	1576	1576
UTR18.oligo1	1637	1637
UTR1.oligo7	917	917
UTR35.oligo150	653	653
UTR5.oligo57	913	913
UTR20.oligo43	1920	1920
UTR16.oligo81	1575	1575
UTR28.oligo222	1109	1109
UTR28.oligo205	1794	1794
UTR25.oligo285	569	569
UTR3.oligo120	421	421
UTR30.oligo57	371	371
UTR33.oligo212	1927	1927
UTR6.oligo11	1923	1923
UTR29.oligo27	1146	1146
UTR15.oligo130	253	253
UTR29.oligo85	240	240
UTR27.oligo418	657	657
UTR3.oligo187	1458	1458
UTR25.oligo46	1754	1754
UTR6.oligo162	912	912
UTR19.oligo129	214	214
UTR5.oligo374	655	655
UTR12.oligo212	1755	1755
UTR21.oligo191	1635	1635
UTR25.oligo91	802	802
UTR10.oligo31	697	697
UTR15.oligo87	568	568
UTR35.oligo42	1712	1712
UTR22.oligo42	560	560
UTR4.oligo121	179	179
UTR10.oligo182	801	801
UTR24.oligo147	1784	1784
UTR28.oligo68	1666	1666
UTR3.oligo412	801	801
UTR9.oligo35	1049	1049
